Detected	Degrees Per Second	Correct Count	Step Size	Subject Number	Height	Age	Sex	RA Name	Other
False	-0.1188	5	0.0108	38	72	19	Option A	Eva	
True	0.216	1	0.0108	38	72	19	Option A	Eva	
True	0	2	0.0108	38	72	19	Option A	Eva	
True	0.1944	3	0.0108	38	72	19	Option A	Eva	
False	-0.1836	3	0.0108	38	72	19	Option A	Eva	
False	0	3	0.0108	38	72	19	Option A	Eva	
False	0	3	0.0108	38	72	19	Option A	Eva	
False	0.1512	3	0.0108	38	72	19	Option A	Eva	
False	0	3	0.0108	38	72	19	Option A	Eva	
False	0	3	0.0108	38	72	19	Option A	Eva	
False	0	3	0.0108	38	72	19	Option A	Eva	
True	0	1	0.0108	38	72	19	Option A	Eva	
False	0	1	0.0108	38	72	19	Option A	Eva	
True	0.1944	2	0.0108	38	72	19	Option A	Eva	
False	0	2	0.0108	38	72	19	Option A	Eva	
False	0.1728	2	0.0108	38	72	19	Option A	Eva	
False	0	2	0.0108	38	72	19	Option A	Eva	
True	0	3	0.0108	38	72	19	Option A	Eva	
False	0	3	0.0108	38	72	19	Option A	Eva	
False	0	3	0.0108	38	72	19	Option A	Eva	
False	-0.1188	3	0.0108	38	72	19	Option A	Eva	
False	0	0	0.0108	38	72	19	Option A	Eva	
True	0	1	0.0108	38	72	19	Option A	Eva	
True	0	2	0.0108	38	72	19	Option A	Eva	
True	-0.1836	3	0.0108	38	72	19	Option A	Eva	
False	0	3	0.0108	38	72	19	Option A	Eva	
False	0	3	0.0108	38	72	19	Option A	Eva	
True	0.1512	4	0.0108	38	72	19	Option A	Eva	
False	0	4	0.0108	38	72	19	Option A	Eva	
True	0.1296	5	0.0108	38	72	19	Option A	Eva	
True	0	6	0.0108	38	72	19	Option A	Eva	
